user_id,transaction_date,region,product_category,sale_amount,city,age,subscription,price,store_id,email,username,raw_timestamp
1045,2026-03-08,North,Electronics,631.17,Pune,38,Standard,1583.53,14,user41@example.com,user_41,2026-03-08 19:00:00
1029,2026-05-11,South,Furniture,1348.14,Hyderabad,43,Premium,1063.84,18,user42@example.com,user_42,2026-05-11 21:00:00
1050,2026-06-21,North,Groceries,442.87,Hyderabad,37,Standard,662.14,4,user43@example.com,user_43,2026-06-21 23:00:00
1129,2026-03-18,North,Groceries,1698.3,Hyderabad,34,Standard,298.21,14,user44@example.com,user_44,2026-03-18 21:00:00
1173,2026-04-08,East,Clothing,2089.77,Jaipur,35,Basic,,19,user45@example.com,user_45,2026-04-08 19:00:00
1082,2026-06-17,South,Groceries,2266.58,Delhi,48,Basic,1597.78,6,user46@example.com,user_46,2026-06-17 21:00:00
1072,2026-01-22,North,Electronics,4110.27,Delhi,59,Basic,488.05,7,user47@example.com,user_47,2026-01-22 04:00:00
1011,2026-01-07,East,Groceries,3095.24,Jaipur,45,Basic,1777.97,19,user48@example.com,user_48,2026-01-07 06:00:00
1098,2026-06-28,South,Groceries,1295.52,Hyderabad,60,Premium,1790.69,4,user49@example.com,user_49,2026-06-28 13:00:00
1045,2026-02-26,South,Electronics,2831.29,Jaipur,45,Premium,1612.76,17,user50@example.com,user_50,2026-02-26 17:00:00
1081,2026-06-02,South,Groceries,4169.79,Bengaluru,44,Premium,1500.13,16,user51@example.com,user_51,2026-06-02 14:00:00
1192,2026-03-08,East,Clothing,3852.49,Bengaluru,47,Standard,516.53,15,user52@example.com,user_52,2026-03-08 02:00:00
1060,2026-03-15,North,Clothing,1666.58,Bengaluru,21,Premium,344.12,13,user53@example.com,user_53,2026-03-15 22:00:00
1180,2026-02-09,East,Electronics,2132.85,Mumbai,50,Basic,860.76,7,user54@example.com,user_54,2026-02-09 13:00:00
1197,2026-04-10,West,Groceries,2437.2,Mumbai,35,Basic,1714.22,14,user55@example.com,user_55,2026-04-10 17:00:00
1154,2026-05-20,East,Groceries,1175.17,Pune,47,Premium,808.27,13,user56@example.com,user_56,2026-05-20 23:00:00
1119,2026-02-12,East,Electronics,4543.95,Bengaluru,52,Standard,102.85,14,user57@example.com,user_57,2026-02-12 04:00:00
1046,2026-04-29,West,Clothing,1957.61,Delhi,45,Basic,708.13,13,user58@example.com,user_58,2026-04-29 08:00:00
1064,2026-04-18,West,Groceries,194.98,Bengaluru,19,Basic,487.23,3,user59@example.com,user_59,2026-04-18 20:00:00
1193,2026-01-11,West,Furniture,1076.87,Jaipur,55,Premium,515.16,16,user60@example.com,user_60,2026-01-11 21:00:00
1144,2026-01-30,East,Groceries,3527.38,Mumbai,26,Standard,1234.13,4,user61@example.com,user_61,2026-01-30 05:00:00
1027,2026-03-21,West,Clothing,2921.4,Pune,41,Standard,436.74,19,user62@example.com,user_62,2026-03-21 22:00:00
1062,2026-06-10,West,Clothing,4266.44,Bengaluru,23,Standard,1576.14,12,user63@example.com,user_63,2026-06-10 17:00:00
1169,2026-04-20,North,Electronics,2579.21,Mumbai,16,Basic,1653.55,4,user64@example.com,user_64,2026-04-20 13:00:00
1162,2026-04-03,South,Furniture,2233.89,Hyderabad,49,Standard,576.66,18,user65@example.com,user_65,2026-04-03 15:00:00
1111,2026-04-30,North,Clothing,4273.39,Jaipur,33,Basic,525.53,15,user66@example.com,user_66,2026-04-30 18:00:00
1171,2026-06-06,South,Clothing,240.63,Mumbai,27,Basic,463.63,9,user67@example.com,user_67,2026-06-06 10:00:00
1152,2026-03-13,North,Electronics,2631.47,Delhi,21,Premium,1454.15,16,user68@example.com,user_68,2026-03-13 17:00:00
1176,2026-03-03,South,Groceries,2296.06,Jaipur,21,Basic,482.11,8,,user_69,2026-03-03 09:00:00
1148,2026-06-19,North,Groceries,2812.02,Mumbai,43,Standard,1123.26,12,user70@example.com,user_70,2026-06-19 22:00:00
1069,2026-04-27,North,Clothing,1229.64,Hyderabad,28,Basic,283.13,18,user71@example.com,user_71,2026-04-27 22:00:00
1049,2026-02-17,East,Groceries,1454.85,Bengaluru,49,Standard,601.85,4,user72@example.com,user_72,2026-02-17 06:00:00
1058,2026-03-17,North,Furniture,1581.11,Hyderabad,50,Premium,584.91,2,user73@example.com,user_73,2026-03-17 17:00:00
1178,2026-03-16,East,Groceries,602.68,Jaipur,52,Basic,965.32,15,user74@example.com,user_74,2026-03-16 10:00:00
1013,2026-02-17,North,Groceries,659.03,Jaipur,41,Basic,194.46,2,user75@example.com,user_75,2026-02-17 04:00:00
1144,2026-02-08,North,Electronics,4970.2,Jaipur,51,Basic,1232.32,20,user76@example.com,user_76,2026-02-08 07:00:00
1097,2026-05-14,South,Groceries,1557.03,Bengaluru,43,Basic,1158.83,2,user77@example.com,user_77,2026-05-14 19:00:00
1195,2026-01-26,East,Furniture,1396.77,Jaipur,26,Premium,388.94,3,user78@example.com,user_78,2026-01-26 05:00:00
1104,2026-01-01,South,Groceries,1527.17,Delhi,34,Standard,,15,user79@example.com,user_79,2026-01-01 02:00:00
1059,2026-06-25,North,Furniture,2183.18,Bengaluru,30,Standard,340.53,9,user80@example.com,user_80,2026-06-25 04:00:00
1015,2026-01-19,East,Clothing,3015.72,Bengaluru,34,Basic,292.49,10,user81@example.com,user_81,2026-01-19 22:00:00
1069,2026-04-14,South,Groceries,494.17,Jaipur,43,Standard,678.53,9,user82@example.com,user_82,2026-04-14 00:00:00
1058,2026-01-24,West,Clothing,2923.61,Delhi,46,Standard,1320.44,9,user83@example.com,user_83,2026-01-24 05:00:00
1111,2026-05-30,South,Electronics,2403.05,Pune,37,Basic,1356.76,6,user84@example.com,user_84,2026-05-30 10:00:00
1177,2026-04-16,South,Clothing,3346.66,Pune,51,Premium,936.91,11,user85@example.com,user_85,2026-04-16 08:00:00
1029,2026-03-24,South,Electronics,3322.54,Bengaluru,45,Basic,155.7,17,user86@example.com,user_86,2026-03-24 11:00:00
1193,2026-06-09,South,Groceries,3823.95,Delhi,33,Standard,,10,user87@example.com,user_87,2026-06-09 14:00:00
1124,2026-06-28,West,Electronics,4868.42,Bengaluru,31,Standard,358.84,18,user88@example.com,user_88,2026-06-28 00:00:00
1104,2026-05-22,West,Furniture,4962.06,Jaipur,45,Premium,1313.03,5,user89@example.com,user_89,2026-05-22 15:00:00
1130,2026-03-16,North,Groceries,4190.15,Pune,31,Basic,1124.97,13,user90@example.com,user_90,2026-03-16 06:00:00
1130,2026-06-03,East,Electronics,1453.61,Pune,37,Standard,570.99,1,user91@example.com,user_91,2026-06-03 09:00:00
1150,2026-03-18,South,Furniture,2288.08,Pune,38,Basic,1126.24,18,user92@example.com,user_92,2026-03-18 12:00:00
1082,2026-04-27,East,Furniture,2901.81,Delhi,42,Premium,670.44,16,user93@example.com,,2026-04-27 22:00:00
1098,2026-04-08,East,Groceries,4827.64,Delhi,48,Standard,697.39,4,user94@example.com,user_94,2026-04-08 14:00:00
1134,2026-01-26,South,Electronics,3639.97,Pune,57,Premium,195.92,9,user95@example.com,user_95,2026-01-26 10:00:00
1177,2026-06-09,South,Electronics,4273.65,Hyderabad,50,Basic,1910.57,16,user96@example.com,user_96,2026-06-09 17:00:00
1158,2026-01-10,West,Furniture,3192.69,Mumbai,30,Standard,226.24,4,user97@example.com,user_97,2026-01-10 20:00:00
1025,2026-06-30,South,Furniture,3500.61,Jaipur,18,Basic,1602.48,10,user98@example.com,user_98,2026-06-30 11:00:00
1110,2026-04-06,East,Furniture,2702.71,Bengaluru,59,Premium,381.47,3,user99@example.com,user_99,2026-04-06 19:00:00
1158,2026-04-08,East,Groceries,4572.86,Delhi,30,Basic,1293.91,15,user100@example.com,user_100,2026-04-08 08:00:00
1002,2026-06-20,South,Clothing,3420.29,Delhi,20,Basic,1893.21,19,user101@example.com,user_101,2026-06-20 09:00:00
1108,2026-06-13,North,Groceries,4241.99,Delhi,40,Basic,257.97,13,user102@example.com,user_102,2026-06-13 18:00:00
1147,2026-04-02,North,Clothing,207.5,Hyderabad,41,Basic,65.79,2,user103@example.com,user_103,2026-04-02 19:00:00
1073,2026-05-08,East,Clothing,1173.12,Delhi,55,Basic,1371.64,5,user104@example.com,user_104,2026-05-08 20:00:00
1160,2026-01-25,West,Clothing,3964.19,Jaipur,53,Basic,1478.1,3,user105@example.com,user_105,2026-01-25 09:00:00
1191,2026-03-25,South,Furniture,1083.89,Bengaluru,39,Standard,1028.5,9,user106@example.com,user_106,2026-03-25 05:00:00
1123,2026-03-07,North,Clothing,4040.74,Pune,20,Premium,,8,user107@example.com,user_107,2026-03-07 21:00:00
1101,2026-06-22,North,Electronics,3974.34,Jaipur,32,Standard,291.0,12,user108@example.com,user_108,2026-06-22 21:00:00
1067,2026-06-22,South,Clothing,630.9,Delhi,46,Premium,1258.12,18,user109@example.com,user_109,2026-06-22 10:00:00
1056,2026-06-06,West,Groceries,4556.0,Mumbai,57,Basic,277.52,2,user110@example.com,user_110,2026-06-06 01:00:00
1126,2026-03-19,West,Electronics,1250.52,Bengaluru,24,Basic,934.61,18,user111@example.com,user_111,2026-03-19 13:00:00
1190,2026-05-31,East,Groceries,3309.12,Pune,55,Basic,1881.15,9,user112@example.com,user_112,2026-05-31 01:00:00
1094,2026-06-26,East,Groceries,2279.01,Delhi,39,Premium,1962.81,12,user113@example.com,user_113,2026-06-26 17:00:00
1091,2026-06-15,West,Groceries,1451.82,Jaipur,45,Premium,1342.4,20,user114@example.com,user_114,2026-06-15 00:00:00
1085,2026-01-13,East,Furniture,3956.19,Delhi,20,Standard,453.96,7,user115@example.com,user_115,2026-01-13 07:00:00
1198,2026-03-26,East,Electronics,1458.65,Delhi,24,Standard,538.78,6,,user_116,2026-03-26 03:00:00
1006,2026-06-19,East,Electronics,1855.39,Delhi,53,Basic,80.77,9,user117@example.com,user_117,2026-06-19 01:00:00
1189,2026-02-02,South,Electronics,3753.76,Pune,44,Basic,1050.81,4,user118@example.com,user_118,2026-02-02 14:00:00
1056,2026-05-09,West,Clothing,2344.41,Jaipur,19,Basic,1702.23,14,user119@example.com,user_119,2026-05-09 21:00:00
1125,2026-01-28,South,Electronics,4506.41,Mumbai,54,Premium,178.08,9,user120@example.com,user_120,2026-01-28 19:00:00
1149,2026-06-12,North,Groceries,4973.68,Bengaluru,34,Basic,1035.82,14,user121@example.com,user_121,2026-06-12 03:00:00
1029,2026-06-29,East,Groceries,2312.62,Delhi,42,Basic,1663.47,13,user122@example.com,user_122,2026-06-29 13:00:00
1080,2026-01-25,South,Clothing,3359.03,Mumbai,25,Standard,1849.82,3,user123@example.com,user_123,2026-01-25 02:00:00
1023,2026-01-22,South,Electronics,3748.49,Mumbai,24,Standard,166.96,18,user124@example.com,user_124,2026-01-22 17:00:00
1171,2026-03-26,West,Groceries,1832.63,Hyderabad,43,Standard,150.32,10,user125@example.com,user_125,2026-03-26 19:00:00
1090,2026-03-21,West,Furniture,858.18,Pune,30,Premium,732.72,18,user126@example.com,user_126,2026-03-21 11:00:00
1195,2026-01-30,North,Furniture,4055.38,Bengaluru,55,Standard,1366.2,18,user127@example.com,user_127,2026-01-30 00:00:00
1168,2026-06-05,North,Electronics,984.04,Hyderabad,35,Basic,734.5,6,user128@example.com,user_128,2026-06-05 04:00:00
1168,2026-05-25,South,Electronics,795.19,Hyderabad,17,Premium,1504.92,7,user129@example.com,user_129,2026-05-25 12:00:00
1116,2026-04-18,North,Furniture,1913.26,Hyderabad,36,Standard,1212.64,2,user130@example.com,user_130,2026-04-18 04:00:00
1193,2026-02-10,West,Electronics,1433.3,Hyderabad,43,Basic,1233.8,14,user131@example.com,,2026-02-10 08:00:00
1193,2026-02-25,West,Clothing,2206.58,Mumbai,59,Standard,1206.61,17,user132@example.com,user_132,2026-02-25 21:00:00
1011,2026-03-20,East,Groceries,4923.78,Jaipur,16,Premium,637.77,7,user133@example.com,user_133,2026-03-20 04:00:00
1074,2026-03-07,North,Electronics,137.88,Hyderabad,43,Premium,301.91,18,user134@example.com,user_134,2026-03-07 22:00:00
1128,2026-02-28,North,Electronics,2045.65,Hyderabad,18,Basic,86.55,3,user135@example.com,user_135,2026-02-28 10:00:00
1109,2026-05-28,South,Groceries,1518.62,Pune,17,Basic,385.15,20,user136@example.com,user_136,2026-05-28 14:00:00
1092,2026-06-26,West,Groceries,4237.97,Delhi,43,Standard,830.88,3,user137@example.com,user_137,2026-06-26 12:00:00
1190,2026-03-21,North,Furniture,1732.04,Delhi,20,Standard,1284.79,17,user138@example.com,user_138,2026-03-21 16:00:00
1198,2026-02-19,North,Clothing,3664.16,Hyderabad,25,Premium,250.47,9,user139@example.com,user_139,2026-02-19 06:00:00
1154,2026-02-14,East,Electronics,968.02,Hyderabad,47,Basic,1521.17,19,user140@example.com,user_140,2026-02-14 14:00:00
1144,2026-06-24,North,Clothing,839.69,Jaipur,46,Basic,1281.2,9,user141@example.com,user_141,2026-06-24 18:00:00
1090,2026-01-15,West,Clothing,2362.54,Jaipur,19,Basic,1671.81,3,user142@example.com,,2026-01-15 20:00:00
1157,2026-01-24,South,Groceries,2943.61,Hyderabad,18,Basic,1822.65,19,user143@example.com,user_143,2026-01-24 20:00:00
1082,2026-02-18,South,Furniture,4792.84,Pune,22,Basic,1965.65,3,user144@example.com,user_144,2026-02-18 16:00:00
1044,2026-06-15,West,Furniture,3567.35,Pune,49,Standard,1239.12,12,user145@example.com,user_145,2026-06-15 11:00:00
1099,2026-03-14,South,Clothing,3426.6,Jaipur,56,Standard,702.57,11,user146@example.com,user_146,2026-03-14 03:00:00
1173,2026-05-23,South,Clothing,1334.78,Hyderabad,54,Premium,700.06,19,user147@example.com,user_147,2026-05-23 21:00:00
1089,2026-02-06,North,Groceries,731.86,Hyderabad,21,Basic,1139.9,11,user148@example.com,user_148,2026-02-06 04:00:00
1179,2026-06-21,West,Groceries,2591.59,Jaipur,39,Basic,401.51,7,user149@example.com,,2026-06-21 10:00:00
1049,2026-05-05,East,Furniture,859.23,Mumbai,22,Standard,1553.21,17,user150@example.com,user_150,2026-05-05 01:00:00
1086,2026-06-19,East,Groceries,855.84,Delhi,60,Standard,1627.64,6,,user_151,2026-06-19 23:00:00
1011,2026-04-23,South,Clothing,3414.18,Delhi,44,Standard,605.61,15,,user_152,2026-04-23 07:00:00
1061,2026-05-17,North,Groceries,4529.47,Delhi,39,Standard,1896.9,15,,user_153,2026-05-17 14:00:00
1199,2026-03-14,South,Groceries,4834.71,Delhi,54,Premium,,2,user154@example.com,user_154,2026-03-14 20:00:00
1095,2026-05-04,West,Electronics,1496.81,Delhi,33,Basic,,5,user155@example.com,user_155,2026-05-04 13:00:00
1056,2026-01-24,South,Clothing,4659.31,Pune,19,Basic,1028.91,8,user156@example.com,user_156,2026-01-24 12:00:00
1095,2026-01-21,East,Electronics,1661.56,Jaipur,57,Basic,1593.19,5,user157@example.com,user_157,2026-01-21 01:00:00
1120,2026-03-15,East,Groceries,2298.15,Jaipur,21,Premium,549.05,5,user158@example.com,user_158,2026-03-15 17:00:00
1135,2026-06-05,South,Electronics,3903.25,Delhi,35,Premium,143.11,14,user159@example.com,user_159,2026-06-05 20:00:00
1117,2026-06-09,West,Electronics,4199.77,Pune,54,Standard,82.05,17,user160@example.com,user_160,2026-06-09 18:00:00
1183,2026-03-03,East,Clothing,2203.27,Bengaluru,38,Premium,1162.79,6,user161@example.com,user_161,2026-03-03 21:00:00
1021,2026-06-21,North,Electronics,4771.68,Bengaluru,48,Standard,1130.6,13,user162@example.com,user_162,2026-06-21 15:00:00
1162,2026-01-12,South,Clothing,1342.89,Jaipur,38,Premium,722.36,4,user163@example.com,user_163,2026-01-12 18:00:00
1034,2026-03-27,West,Clothing,2775.47,Hyderabad,27,Standard,956.01,16,user164@example.com,user_164,2026-03-27 20:00:00
1034,2026-02-16,West,Groceries,281.22,Delhi,18,Premium,1777.29,11,user165@example.com,user_165,2026-02-16 09:00:00
1101,2026-05-12,South,Clothing,279.44,Hyderabad,28,Basic,746.1,2,user166@example.com,user_166,2026-05-12 20:00:00
1069,2026-03-26,West,Clothing,2241.06,Pune,44,Basic,711.12,6,user167@example.com,user_167,2026-03-26 15:00:00
1127,2026-06-27,North,Clothing,4025.63,Hyderabad,43,Premium,889.68,6,user168@example.com,user_168,2026-06-27 17:00:00
1082,2026-03-17,West,Electronics,1706.81,Mumbai,35,Basic,1225.11,14,user169@example.com,user_169,2026-03-17 05:00:00
1113,2026-06-26,North,Groceries,307.54,Mumbai,55,Basic,585.38,2,user170@example.com,user_170,2026-06-26 02:00:00
1163,2026-06-21,South,Clothing,2614.12,Hyderabad,59,Premium,1907.94,5,user171@example.com,user_171,2026-06-21 19:00:00
1200,2026-06-23,South,Electronics,718.53,Delhi,57,Basic,756.19,19,user172@example.com,user_172,2026-06-23 01:00:00
1039,2026-06-04,South,Clothing,1922.87,Jaipur,52,Premium,1082.45,13,user173@example.com,user_173,2026-06-04 10:00:00
1071,2026-06-16,East,Electronics,226.98,Delhi,47,Standard,804.63,18,user174@example.com,user_174,2026-06-16 03:00:00
1198,2026-03-09,North,Groceries,1151.4,Bengaluru,34,Standard,1837.13,16,user175@example.com,user_175,2026-03-09 06:00:00
1034,2026-02-01,West,Groceries,946.02,Hyderabad,44,Premium,1630.5,11,user176@example.com,user_176,2026-02-01 21:00:00
1181,2026-03-30,West,Clothing,4467.53,Delhi,60,Standard,389.48,12,user177@example.com,user_177,2026-03-30 16:00:00
1031,2026-02-27,East,Furniture,1260.01,Pune,17,Basic,1130.34,12,user178@example.com,user_178,2026-02-27 14:00:00
1033,2026-05-22,West,Electronics,1615.52,Hyderabad,46,Standard,851.05,14,user179@example.com,user_179,2026-05-22 18:00:00
1032,2026-01-19,North,Electronics,2304.88,Hyderabad,49,Basic,300.25,18,user180@example.com,user_180,2026-01-19 20:00:00
1046,2026-05-31,East,Groceries,2564.03,Jaipur,23,Standard,348.38,6,user181@example.com,user_181,2026-05-31 05:00:00
1181,2026-03-24,East,Clothing,4742.67,Bengaluru,34,Premium,538.68,18,user182@example.com,user_182,2026-03-24 08:00:00
1160,2026-02-02,North,Electronics,2562.61,Delhi,53,Standard,,20,user183@example.com,user_183,2026-02-02 23:00:00
1086,2026-06-04,West,Electronics,497.99,Hyderabad,52,Basic,1319.7,19,user184@example.com,user_184,2026-06-04 13:00:00
1163,2026-06-08,West,Groceries,4456.08,Bengaluru,34,Standard,1915.47,16,user185@example.com,user_185,2026-06-08 07:00:00
1103,2026-06-25,North,Groceries,457.57,Jaipur,26,Basic,,15,user186@example.com,user_186,2026-06-25 06:00:00
1155,2026-03-29,East,Clothing,4321.28,Mumbai,38,Basic,304.99,12,user187@example.com,,2026-03-29 16:00:00
1027,2026-05-24,North,Furniture,2385.72,Mumbai,44,Premium,324.71,2,user188@example.com,user_188,2026-05-24 09:00:00
1157,2026-04-09,South,Furniture,4817.16,Delhi,36,Standard,1456.2,7,user189@example.com,user_189,2026-04-09 05:00:00
1131,2026-05-08,South,Groceries,4407.47,Pune,17,Premium,1893.2,17,user190@example.com,user_190,2026-05-08 14:00:00
1055,2026-03-03,North,Electronics,347.65,Pune,54,Standard,1361.42,10,user191@example.com,user_191,2026-03-03 17:00:00
1027,2026-01-03,South,Furniture,4424.03,Hyderabad,39,Basic,763.58,13,user192@example.com,user_192,2026-01-03 01:00:00
1143,2026-05-26,East,Clothing,2810.79,Jaipur,40,Standard,928.19,18,user193@example.com,user_193,2026-05-26 08:00:00
1174,2026-06-09,West,Furniture,4877.91,Pune,39,Basic,1137.77,12,user194@example.com,user_194,2026-06-09 04:00:00
1154,2026-02-20,South,Electronics,321.99,Delhi,37,Basic,1062.7,5,user195@example.com,user_195,2026-02-20 19:00:00
1035,2026-05-12,North,Clothing,896.26,Bengaluru,35,Standard,705.93,17,user196@example.com,user_196,2026-05-12 17:00:00
1181,2026-05-06,North,Groceries,4097.17,Mumbai,37,Standard,263.73,14,user197@example.com,user_197,2026-05-06 18:00:00
1185,2026-03-20,West,Groceries,1401.1,Hyderabad,53,Standard,493.71,2,user198@example.com,user_198,2026-03-20 18:00:00
1043,2026-05-03,South,Furniture,4126.14,Delhi,18,Standard,1899.0,4,user199@example.com,user_199,2026-05-03 06:00:00
1112,2026-01-05,North,Groceries,842.01,Hyderabad,29,Basic,1028.55,20,user200@example.com,user_200,2026-01-05 15:00:00
1180,2026-01-16,East,Furniture,2848.35,Hyderabad,46,Standard,784.81,6,user201@example.com,user_201,2026-01-16 14:00:00
1087,2026-05-17,North,Clothing,3089.38,Delhi,31,Basic,1138.27,8,user202@example.com,user_202,2026-05-17 09:00:00
1180,2026-03-15,East,Groceries,1653.5,Mumbai,51,Standard,583.24,4,user203@example.com,user_203,2026-03-15 18:00:00
1139,2026-06-23,South,Groceries,4110.05,Delhi,34,Premium,610.88,3,user204@example.com,user_204,2026-06-23 11:00:00
1167,2026-04-24,North,Groceries,1148.54,Bengaluru,33,Standard,1407.53,5,user205@example.com,user_205,2026-04-24 03:00:00
1189,2026-06-07,East,Furniture,348.75,Bengaluru,30,Standard,504.03,4,user206@example.com,user_206,2026-06-07 13:00:00
1183,2026-03-26,South,Electronics,3437.84,Delhi,16,Standard,1956.93,6,user207@example.com,user_207,2026-03-26 13:00:00
1121,2026-06-17,South,Furniture,3803.96,Mumbai,36,Basic,1309.5,3,user208@example.com,user_208,2026-06-17 20:00:00
1059,2026-05-27,West,Furniture,2147.64,Delhi,18,Basic,1586.52,6,user209@example.com,user_209,2026-05-27 23:00:00
1009,2026-03-16,West,Clothing,2883.01,Jaipur,37,Basic,935.98,18,user210@example.com,user_210,2026-03-16 16:00:00
1034,2026-05-07,South,Clothing,1044.78,Jaipur,37,Premium,1475.68,9,user211@example.com,user_211,2026-05-07 22:00:00
1003,2026-02-17,North,Clothing,2882.13,Delhi,27,Standard,1719.49,13,user212@example.com,user_212,2026-02-17 13:00:00
1083,2026-05-12,West,Groceries,3379.35,Delhi,24,Basic,681.02,8,user213@example.com,user_213,2026-05-12 00:00:00
1098,2026-03-08,East,Groceries,3793.41,Mumbai,35,Standard,1459.62,1,user214@example.com,user_214,2026-03-08 08:00:00
1092,2026-06-17,East,Electronics,3372.15,Pune,35,Premium,840.56,17,user215@example.com,user_215,2026-06-17 22:00:00
1176,2026-03-21,West,Clothing,1900.97,Delhi,30,Premium,982.45,15,user216@example.com,user_216,2026-03-21 23:00:00
1095,2026-06-05,South,Groceries,3811.02,Hyderabad,29,Premium,1376.67,20,user217@example.com,user_217,2026-06-05 02:00:00
1114,2026-05-15,North,Electronics,4594.5,Jaipur,19,Standard,1810.63,7,user218@example.com,user_218,2026-05-15 18:00:00
